EIN,m1,m2,m3,m4,m5
232523682,S,4,E,E2,E20
246002308,R,1,A,A5,A50
232007832,R,4,G,G9,G90
232662214,R,4,G,G3,G30
232772504,R,4,E,E3,E31
232541114,R,5,P,P3,P33
232890364,R,7,T,T3,T31
240795441,R,11,B,B4,B42
246023041,R,1,A,A6,A60
240839402,R,11,B,B4,B41
240795422,R,5,P,P3,P30
232732238,S,1,A,A0,A11
240838702,R,5,P,P8,P82
231352609,R,5,P,P2,P27
231484171,R,5,P,P4,P40
251312765,R,1,A,A4,A40
200185800,R,7,S,S3,S31
232706732,R,5,P,P8,P82
261506903,R,4,E,E9,E92
311690588,R,1,A,A4,A40
300634510,R,4,G,G4,G43
231352632,R,11,B,B4,B42
352046260,R,6,Q,Q2,Q22
232775413,R,3,D,D2,D20
231352635,R,11,B,B4,B42
231365154,R,1,A,A8,A82
222792471,S,4,E,E7,E70
232000688,R,8,X,X2,X20
231892383,R,5,P,P7,P75
232072465,R,1,A,A5,A50
251312765,R,1,A,A4,A40
232434311,R,1,A,A5,A52
232954000,R,5,P,P8,P80
231425014,R,5,P,P7,P75
232654513,R,5,O,O5,O55
233071385,R,4,E,E9,E91
270280268,R,5,L,L2,L22
231352186,S,4,E,E0,E11
202081463,R,5,L,L2,L22
236444556,R,4,F,F2,F20
231429852,R,8,X,X2,X20
222608944,R,7,S,S2,S20
231289242,R,4,F,F2,F22
232293927,R,5,L,L2,L21
232122735,R,5,P,P7,P74
231392955,R,7,T,T2,T22
231365369,R,4,E,E5,E50
233062048,R,5,N,N3,N31
231729896,R,5,J,J3,J33
134281183,S,2,B,B0,B11
231683475,R,8,X,X2,X21
231306888,R,4,G,G2,G20
250981156,R,11,B,B4,B43
250461835,R,12,E,E2,E22
250461835,R,12,E,E2,E22
231472518,R,5,P,P2,P28
208424515,R,5,P,P2,P20
232070710,S,8,X,X2,X20
251634670,R,5,P,P4,P43
203991615,R,8,X,X2,X20
200017440,R,5,P,P3,P30
233073390,R,5,L,L2,L21
731657537,R,4,E,E7,E70
231731796,R,4,E,E6,E61
231856007,R,4,F,F2,F22
232695915,R,7,W,W7,W70
232215800,R,4,E,E9,E91
231988203,R,4,E,E7,E70
232621088,S,4,E,E0,E11
237454575,S,2,B,B0,B11
231746895,R,5,O,O3,O31
232100651,R,5,P,P6,P62
232867945,R,5,O,O2,O20
231548101,R,1,A,A5,A51
237178820,R,5,P,P3,P30
231988814,S,4,E,E6,E62
231352664,R,11,B,B4,B42
743167008,R,5,N,N6,N63
233045491,R,7,W,W8,W80
342021326,R,5,P,P3,P30
232654908,R,4,F,F3,F33
342021326,R,5,P,P3,P30
201894438,R,12,E,E2,E21
236394625,R,5,L,L2,L22
222454062,R,5,N,N6,N67
231663603,R,1,A,A3,A32
240795429,R,2,B,B7,B70
222697004,R,1,A,A6,A61
231714246,R,5,P,P7,P75
205880364,R,12,E,E2,E20
232580968,R,4,E,E6,E60
231877525,R,4,F,F3,F30
232421970,R,12,E,E2,E22
232660272,R,4,G,G4,G41
232093054,R,4,F,F2,F22
262836752,R,2,B,B9,B99
202038456,R,4,G,G9,G9B
240795698,R,5,P,P2,P27
231668784,R,5,P,P2,P20
232303287,R,5,P,P8,P82
208979596,R,4,E,E7,E70
240795965,R,11,B,B4,B42
231914215,R,7,T,T2,T22
251488805,R,4,F,F2,F20
251356126,R,4,F,F3,F30
251381800,R,4,E,E3,E30
251576497,R,5,P,P4,P40
251187067,R,5,P,P7,P75
232389101,R,4,F,F2,F20
232535297,R,4,E,E9,E92
232516451,S,4,E,E0,E11
206560453,S,4,E,E2,E21
232336285,R,12,E,E2,E21
240795623,R,12,E,E2,E22
232349341,R,4,E,E3,E32
232362011,R,4,E,E9,E90
237133900,R,5,P,P3,P30
200966236,S,3,C,C4,C42
233011941,S,4,F,F0,F03
232620431,R,5,L,L2,L20
251878857,R,4,F,F3,F32
231381440,R,5,N,N2,N20
232715238,R,5,L,L2,L21
232811078,R,4,E,E3,E32
232586474,R,2,B,B2,B28
232728553,R,5,I,I4,I44
231413680,R,11,B,B5,B50
231352309,R,5,O,O4,O42
233062613,R,5,L,L2,L24
270841715,R,8,X,X3,X30
233072123,R,4,F,F8,F80
233030893,S,2,B,B0,B11
233100092,S,8,X,X2,X20
942738019,R,4,G,G4,G40
231884756,R,4,F,F2,F22
233330096,R,5,P,P8,P82
236002304,R,11,B,B4,B42
232784811,R,4,F,F3,F33
232169079,R,8,X,X2,X20
251740509,R,5,L,L5,L50
760701257,R,5,L,L8,L82
208999817,R,2,B,B2,B29
236296524,R,4,F,F3,F30
232734689,R,4,E,E8,E80
232799679,R,4,F,F2,F20
231599650,R,2,B,B9,B99
200904526,R,5,L,L2,L22
232175924,R,12,E,E2,E21
232175924,R,12,E,E2,E21
231177930,R,11,B,B4,B42
232334149,R,7,S,S3,S30
232818395,R,4,G,G3,G30
231548819,R,4,F,F3,F32
231937954,R,11,B,B5,B50
231352193,R,12,E,E2,E22
222474769,R,6,Q,Q3,Q30
231657176,R,5,P,P7,P75
232304620,R,4,E,E3,E31
200091844,R,4,E,E9,E91
232125843,R,7,W,W7,W70
232320545,S,5,P,P7,P75
231352024,R,7,U,U4,U40
231405603,R,2,B,B2,B24
231659451,R,5,P,P8,P81
231878840,R,7,S,S3,S30
222454140,R,5,P,P8,P82
232602243,R,5,L,L2,L20
231876000,R,5,P,P8,P82
231401703,S,5,N,N0,N19
943437845,R,2,B,B8,B80
236299695,R,5,P,P7,P75
454720688,R,2,B,B2,B20
232171417,R,4,F,F2,F22
231995911,S,4,E,E2,E20
231996150,R,12,E,E2,E22
251651582,R,12,E,E2,E22
232242854,R,4,E,E3,E32
236291113,R,4,E,E3,E31
232344363,S,4,E,E7,E70
240795959,R,12,E,E2,E22
232164794,R,12,E,E2,E21
232568288,R,4,E,E9,E91
231352187,R,12,E,E2,E22
232798276,R,7,S,S3,S30
231610270,R,5,L,L2,L22
240795686,R,11,B,B4,B42
233066539,R,2,B,B2,B29
232280560,R,1,A,A2,A20
232714536,R,4,E,E6,E62
231679102,R,5,P,P8,P82
231642883,R,1,A,A3,A32
453754114,R,1,A,A6,A65
231352322,R,1,A,A8,A82
231445631,R,2,B,B2,B28
232215980,R,5,L,L5,L50
237043544,R,2,B,B6,B60
232007911,R,1,A,A2,A26
364569598,R,5,L,L2,L20
231728027,R,4,G,G8,G84
450553704,R,1,A,A2,A25
231352265,R,3,C,C4,C42
232701217,R,5,I,I2,I20
421578355,R,4,F,F3,F33
231425035,S,4,F,F3,F30
232927873,R,2,B,B2,B29
231489115,R,6,Q,Q2,Q23
237155203,R,5,P,P2,P20
232916108,S,4,E,E2,E20
231747032,R,5,N,N6,N66
204328982,R,5,P,P7,P73
261970577,R,2,B,B2,B29
232926214,R,2,B,B2,B29
232859179,R,5,P,P4,P46
232728467,R,5,O,O5,O50
462716505,R,2,B,B2,B20
231352676,R,1,A,A6,A6E
260622238,S,5,P,P0,P19
232856135,R,5,L,L2,L20
264277598,S,5,P,P0,P11
222567982,S,2,B,B0,B12
232213205,R,4,E,E6,E65
232311482,R,12,E,E2,E20
232017882,R,5,P,P6,P60
231352267,S,5,I,I3,I30
232433833,S,4,H,H0,H05
232612698,S,2,B,B0,B11
231352654,R,11,B,B4,B43
470913445,R,5,L,L5,L50
522457806,R,2,B,B2,B29
232790607,R,4,E,E3,E31
231352290,R,5,P,P2,P20
232182113,R,4,E,E7,E70
200870475,R,5,P,P7,P74
232187800,S,7,T,T0,T05
232965144,R,5,L,L2,L20
263552858,S,4,E,E0,E12
251592475,R,5,L,L2,L22
232738812,R,7,S,S4,S41
231969770,R,4,F,F6,F60
232993155,R,5,J,J2,J22
232109376,R,1,A,A5,A52
136018127,R,1,A,A7,A70
232536730,R,4,F,F3,F33
232286042,R,4,E,E9,E92
222442433,R,2,B,B3,B30
231532882,R,4,F,F3,F32
223864577,R,5,L,L2,L21
232290505,R,5,K,K3,K31
222602113,R,5,L,L8,L82
232237932,S,4,E,E2,E20
233073983,R,2,B,B2,B29
390866228,S,4,G,G9,G90
232850840,R,7,S,S4,S40
264673885,R,5,L,L2,L20
233057353,R,12,E,E2,E20
232667335,R,4,F,F3,F32
752974931,S,2,B,B4,B43
232192976,R,7,S,S3,S30
200870429,R,5,P,P7,P74
237109952,R,5,P,P2,P20
311616972,R,12,E,E2,E20
231903647,R,5,K,K3,K34
232738971,R,4,F,F2,F22
231352027,R,2,B,B7,B70
232826045,R,12,E,E2,E22
232103781,R,4,E,E9,E92
231365200,R,4,G,G2,G20
205036346,R,7,T,T9,T90
233079514,R,5,L,L5,L50
232532463,R,5,P,P7,P74
753084023,R,12,E,E2,E21
272662701,R,2,B,B2,B29
231370508,R,5,P,P8,P86
233001829,R,5,L,L5,L50
231875249,R,5,P,P8,P80
230596940,R,12,E,E2,E22
237870577,R,9,Y,Y2,Y20
232585181,S,2,B,B5,B50
237380408,R,1,A,A4,A40
233043690,R,2,B,B9,B99
231671562,R,5,I,I8,I80
232326550,R,5,L,L2,L20
232996535,R,2,B,B2,B29
201952464,R,5,L,L5,L50
232678055,R,4,E,E3,E31
223864570,R,5,L,L2,L21
455470563,R,7,S,S2,S22
232823744,R,5,I,I8,I80
232122836,R,4,F,F3,F30
462907677,R,7,W,W7,W70
223798916,R,5,P,P2,P20
222526396,R,7,S,S2,S20
231161210,R,5,P,P6,P61
222456265,R,4,E,E7,E70
232351015,R,7,S,S3,S30
232858320,R,5,P,P7,P70
233041374,R,5,L,L2,L20
232996535,R,2,B,B2,B29
231370501,R,1,A,A5,A57
231900919,R,4,F,F2,F21
236000149,R,1,A,A5,A51
205575302,R,5,L,L2,L21
510214321,R,5,I,I8,I80
753084023,R,12,E,E2,E21
232654833,R,5,J,J2,J20
463673010,R,7,T,T3,T31
232151143,R,5,P,P3,P33
232326553,S,5,P,P7,P70
752987568,R,5,L,L2,L22
461566557,S,8,X,X0,X11
232978457,R,2,B,B2,B29
232973751,R,5,L,L5,L50
232822333,R,5,L,L2,L22
232622009,S,4,E,E2,E21
200252106,R,8,X,X2,X21
231905649,R,5,P,P8,P81
237118847,R,5,J,J3,J30
232964772,R,2,B,B2,B29
232952060,R,7,S,S3,S30
231884534,R,5,P,P4,P43
272840106,R,2,B,B2,B29
236398764,R,5,L,L2,L22
232433673,S,4,F,F2,F20
752974931,S,2,B,B4,B43
232824670,R,4,F,F3,F30
202760310,R,8,X,X2,X20
208283421,R,4,E,E5,E50
522457806,R,2,B,B2,B29
311538725,R,12,E,E2,E22
311540887,R,2,B,B8,B82
232735626,R,4,F,F3,F30
230487205,R,2,B,B9,B99
231365980,R,5,P,P3,P33
231352147,S,2,B,B8,B80
222851379,R,4,F,F3,F30
262727680,S,5,K,K0,K01
230596940,R,12,E,E2,E22
232764206,R,7,W,W2,W22
200153451,R,7,T,T3,T30
232323488,R,2,B,B9,B90
231396803,R,5,P,P7,P73
232612698,S,2,B,B0,B11
232154856,R,5,O,O5,O50
232622006,R,4,E,E9,E92
232593714,R,5,J,J3,J30
232622004,R,4,E,E6,E60
230384330,R,5,P,P7,P75
232770841,R,5,P,P8,P80
611524966,R,2,B,B2,B29
231352104,R,5,I,I2,I20
232961059,R,2,B,B2,B29
132802083,R,5,L,L5,L50
455417308,S,4,E,E0,E11
251656291,R,5,P,P4,P40
231353385,R,11,B,B4,B42
251441863,S,4,E,E0,E11
251441863,S,4,E,E0,E11
251441920,R,4,E,E3,E30
250965570,R,12,E,E2,E22
251244202,R,12,E,E2,E22
231672821,R,8,X,X8,X80
251810488,S,4,E,E0,E11
753187397,R,8,X,X2,X21
320158554,R,8,X,X2,X21
830417793,R,2,B,B2,B29
250998189,R,2,B,B7,B70
250965598,R,12,E,E2,E22
251457559,R,5,J,J3,J30
274102803,R,5,L,L2,L20
251858482,R,4,E,E9,E92
251622789,R,5,P,P8,P80
251770140,R,5,J,J2,J22
251008110,R,4,E,E3,E32
251192139,R,5,I,I8,I80
251351929,R,4,F,F3,F30
800448633,R,5,P,P8,P82
232221292,R,12,E,E2,E21
231928296,R,5,P,P8,P82
251154706,R,7,S,S3,S30
237007943,R,5,I,I8,I80
251750654,S,4,E,E7,E70
251309084,S,4,E,E0,E11
250981135,R,4,E,E9,E91
250969476,R,5,P,P8,P86
251309256,R,4,E,E3,E32
272213324,R,8,X,X2,X20
251146769,R,4,E,E9,E91
250964126,R,11,B,B4,B43
250965622,R,5,P,P2,P27
232915952,R,1,A,A6,A60
232730785,R,4,E,E3,E31
231352698,R,11,B,B4,B43
232987492,R,5,L,L2,L24
231360851,R,12,E,E2,E22
300187017,R,7,W,W4,W40
232140846,R,4,E,E6,E62
232580603,R,5,O,O3,O31
231352081,R,5,P,P7,P70
232992925,S,1,A,A0,A12
232799907,R,5,P,P8,P82
231352222,R,12,E,E2,E22
231352220,R,12,E,E2,E22
232251358,R,7,T,T9,T99
222658574,R,4,E,E7,E70
231653135,R,5,P,P2,P20
232053382,S,1,A,A6,A61
231352608,R,5,P,P2,P27
231370484,R,12,E,E2,E22
232139541,R,7,W,W7,W70
232452484,R,5,K,K3,K31
311799910,R,5,L,L2,L20
222505797,R,4,E,E9,E92
222505801,R,4,E,E9,E92
510506943,R,3,C,C3,C32
237063084,S,2,B,B7,B70
651257789,R,3,C,C2,C20
222606942,R,5,O,O3,O31
204650367,R,7,S,S4,S47
320295517,S,7,W,W0,W05
582671545,R,2,B,B2,B29
222513598,R,2,B,B2,B20
421548699,R,5,J,J2,J22
451555822,R,2,B,B2,B25
222721731,R,5,L,L2,L20
222861978,R,12,E,E2,E21
223031765,S,2,B,B4,B42
582138525,R,7,S,S5,S50
223232973,R,2,B,B9,B99
272344723,R,4,G,G4,G41
465295722,S,5,I,I0,I05
364644408,S,2,B,B0,B19
570314390,R,11,B,B4,B43
237249651,R,1,A,A4,A40
582453349,R,7,T,T3,T31
570859126,R,5,P,P7,P74
570801415,R,1,A,A5,A50
570767384,S,2,B,B0,B11
570722206,R,5,I,I7,I72
464222074,R,1,A,A8,A80
570910326,R,5,P,P2,P27
571034485,R,5,P,P8,P81
200596694,S,2,B,B0,B11
621745925,R,5,P,P8,P81
570724845,R,4,G,G9,G98
461892486,R,7,W,W3,W30
576021863,R,3,D,D2,D20
200858549,R,2,B,B9,B99
200737728,R,5,I,I8,I80
900616040,R,1,A,A6,A61
570804618,R,5,K,K3,K36
570915384,R,2,B,B9,B90
570767383,R,4,G,G9,G99
571121862,R,2,B,B2,B29
570699317,S,2,B,B9,B94
570673477,R,2,B,B8,B84
571095108,R,7,W,W8,W80
570518147,R,5,P,P2,P27
237390313,R,7,T,T3,T31
570324912,R,4,G,G4,G41
271942832,R,7,R,R6,R60
870788565,R,11,B,B4,B42
570669877,R,5,P,P3,P30
271501919,R,1,A,A3,A33
562211468,R,3,C,C4,C41
571067254,R,12,E,E2,E22
202490360,R,2,B,B2,B29
562054871,R,4,H,H9,H92
472167782,R,1,A,A6,A6E
570672342,R,4,E,E3,E30
571007436,R,3,C,C3,C34
570612136,R,7,S,S2,S20
570794011,R,5,P,P2,P27
570922995,R,7,S,S2,S20
200118161,R,11,B,B4,B43
570762944,R,5,P,P7,P75
204654550,R,7,T,T3,T31
570752796,R,5,P,P7,P74
570531378,R,5,K,K3,K36
571097787,S,2,B,B2,B20
571052258,R,4,E,E6,E65
570769637,S,2,B,B0,B01
270698490,R,5,L,L5,L50
261812322,R,5,L,L2,L21
562381978,R,5,L,L5,L50
510630635,R,5,L,L2,L22
570447452,R,1,A,A6,A69
571070433,S,3,C,C3,C30
262138160,R,5,L,L2,L20
571097784,S,2,B,B2,B21
570932285,R,5,P,P4,P47
570956918,R,5,L,L2,L20
570425826,R,5,P,P2,P20
205647348,R,5,P,P4,P40
562661049,R,5,L,L2,L21
272793072,R,11,B,B4,B43
201724061,R,4,F,F2,F22
570521414,R,2,B,B6,B60
570381870,R,5,P,P4,P46
570949482,R,5,K,K3,K36
570660489,R,4,E,E6,E61
576028253,R,5,P,P2,P20
571097811,S,2,B,B2,B20
542116300,R,5,L,L5,L50
432082802,R,5,L,L5,L50
570672283,R,4,F,F2,F20
570324927,R,5,P,P7,P73
571017988,R,12,E,E2,E22
223858837,R,2,B,B8,B80
571119337,R,4,E,E3,E30
570875232,R,4,E,E9,E91
570314381,R,12,E,E2,E22
571051611,R,5,O,O2,O23
208817905,R,12,E,E2,E20
208817302,R,12,E,E2,E20
576005963,R,12,E,E2,E22
570314408,R,11,B,B4,B42
201093091,R,5,P,P3,P32
237350663,R,4,G,G8,G84
320301743,R,2,B,B9,B99
570847894,R,5,P,P7,P75
570314404,R,11,B,B4,B42
582340652,S,4,E,E0,E11
570609170,R,4,F,F2,F20
570524498,R,4,E,E3,E32
570566715,R,4,F,F2,F20
570750000,S,2,B,B4,B40
570943670,R,5,I,I7,I72
201690146,R,7,S,S3,S30
203053569,S,8,X,X0,X19
576026361,S,4,E,E9,E91
562027026,R,5,P,P2,P20
570314396,R,7,T,T7,T70
570324915,R,11,B,B4,B42
571046537,R,7,S,S3,S30
570978007,R,5,L,L2,L20
570979157,R,5,L,L2,L21
570705675,R,11,B,B4,B43
570510076,R,4,F,F2,F22
200914085,S,4,E,E0,E11
570515275,R,7,T,T7,T70
141854297,R,5,P,P3,P33
570873176,R,7,S,S3,S30
237052846,S,7,W,W8,W80
581758477,S,8,X,X2,X21
861158952,S,5,O,O0,O02
570855391,R,2,B,B9,B90
576017985,S,2,B,B4,B40
200335383,S,3,C,C3,C30
570314447,R,5,O,O5,O50
576025123,R,7,S,S2,S20
562199252,R,5,N,N6,N6A
570314380,R,11,B,B4,B43
570849669,R,5,L,L2,L20
571031173,R,8,X,X2,X20
570739523,R,1,A,A3,A32
570555699,S,2,B,B4,B43
570657549,S,1,A,A3,A32
570937166,S,4,E,E2,E22
208133996,R,2,B,B2,B29
570314447,R,5,O,O5,O50
571012488,R,12,E,E2,E21
571095992,R,12,E,E2,E20
576000734,R,11,B,B4,B42
570468486,R,12,E,E2,E22
237378001,S,2,B,B0,B11
570360058,R,7,T,T7,T70
570335422,R,5,P,P2,P27
570812738,R,5,P,P7,P71
570387838,R,11,B,B4,B41
432040599,R,4,E,E9,E91
411866674,R,2,B,B8,B84
460348804,R,5,P,P8,P80
460419782,S,5,P,P0,P11
460253936,R,4,F,F3,F32
460255779,R,5,P,P2,P27
460427818,R,7,U,U9,U99
363860861,S,2,B,B0,B11
460348946,R,5,P,P8,P82
460224604,R,12,E,E2,E22
460224589,R,11,B,B4,B43
460332387,R,5,P,P7,P70
460417196,R,5,P,P4,P43
460361016,R,12,E,E2,E22
237169291,R,5,P,P2,P27
460315553,R,5,P,P6,P62
460398115,R,7,T,T3,T31
510183368,R,7,S,S3,S30
460422866,R,8,X,X2,X20
460430791,R,11,B,B4,B41
205850491,R,5,N,N3,N31
237101054,R,5,I,I8,I83
263654937,R,5,I,I4,I43
460418678,S,2,B,B5,B50
460250744,R,5,O,O4,O42
460233029,R,4,E,E9,E91
460224600,R,11,B,B4,B43
460224743,R,12,E,E2,E22
363377788,S,4,E,E2,E21
460385808,R,5,P,P4,P40
311748533,R,7,T,T3,T31
363432018,S,2,B,B8,B82
205850491,R,5,N,N3,N31
460407140,S,5,L,L2,L20
460277778,R,5,O,O2,O21
460259754,R,7,T,T7,T70
275217305,R,7,W,W2,W24
460421111,R,5,P,P5,P52
460363648,R,2,B,B2,B20
460438143,R,7,S,S3,S32
460347989,R,5,P,P8,P82
460283336,R,11,B,B4,B43
620810145,R,5,O,O5,O53
621624472,R,7,S,S3,S30
201885811,R,5,P,P8,P80
237374336,R,5,P,P8,P82
621852946,R,5,M,M2,M20
620548418,R,7,T,T7,T70
620924706,R,12,E,E2,E22
620479542,R,11,B,B4,B43
464420358,R,12,E,E2,E20
620479194,R,5,P,P7,P75
621806324,S,3,D,D3,D30
621614190,R,4,E,E8,E86
481266314,S,2,B,B0,B01
620639154,R,5,P,P8,P82
621770549,R,3,C,C3,C34
621404863,R,7,W,W7,W70
620202000,R,11,B,B4,B43
237241505,R,2,B,B2,B20
621816561,R,5,I,I2,I20
621740928,R,1,A,A3,A32
621571573,R,5,O,O5,O55
620649797,R,5,P,P7,P73
620488046,R,11,B,B5,B50
201666137,R,5,P,P8,P81
581567835,R,5,I,I7,I72
621043294,R,4,F,F4,F42
271934061,S,7,W,W0,W12
620476818,S,8,X,X2,X20
620479192,R,1,A,A5,A50
621035426,R,4,E,E3,E32
620627921,R,1,A,A5,A51
620909363,R,4,E,E8,E86
621058325,R,5,I,I4,I40
237446293,R,5,L,L2,L22
203041145,R,5,P,P4,P44
237401331,R,7,S,S4,S47
621203459,R,7,R,R2,R28
621563841,R,10,Z,Z9,Z99
621515570,S,5,P,P0,P11
621461078,R,7,S,S2,S20
626050684,R,4,F,F2,F22
581509251,S,4,E,E2,E21
621631055,R,4,F,F2,F20
621567615,R,4,E,E3,E30
390962197,S,1,A,A8,A80
621576400,R,4,F,F8,F80
620604630,R,5,P,P7,P75
237376100,R,5,I,I4,I40
620599413,R,5,J,J3,J32
621359755,R,8,X,X2,X21
620526643,R,4,G,G4,G41
620752586,R,5,P,P4,P40
237032834,S,7,S,S0,S12
620475699,R,5,P,P2,P27
131766596,R,6,Q,Q3,Q30
620641093,R,4,E,E9,E91
620867645,R,5,K,K3,K31
710941809,R,8,X,X2,X20
621771323,R,3,D,D2,D20
620478240,R,3,D,D2,D20
621151413,R,8,X,X2,X20
620842419,R,4,E,E6,E61
680533402,R,4,E,E7,E70
621326050,R,7,S,S5,S50
621499350,R,5,P,P8,P82
626066210,R,5,P,P2,P28
465020109,R,7,T,T3,T30
581866591,R,5,N,N9,N99
626019872,R,5,P,P7,P70
450600790,R,4,E,E3,E30
621338748,R,5,L,L4,L41
521701146,R,4,E,E7,E70
680673354,R,12,E,E2,E20
200694400,S,8,X,X0,X02
626001104,R,11,B,B5,B50
620528340,R,12,E,E2,E22
621114867,R,12,E,E2,E22
620475743,R,5,O,O2,O23
620842531,R,5,O,O3,O31
621373691,R,12,E,E2,E22
620790132,R,12,E,E2,E22
621204440,R,7,T,T4,T40
621868560,R,3,C,C4,C41
621870278,R,5,P,P6,P60
621619239,R,4,E,E3,E30
621837284,R,7,T,T7,T70
621651302,R,1,A,A6,A61
621709733,S,4,E,E2,E22
621250943,R,12,E,E2,E24
581897274,R,12,E,E2,E22
620550980,R,2,B,B2,B20
621870279,S,3,C,C3,C30
621646734,R,12,E,E2,E21
620545814,R,12,E,E2,E22
620636239,R,12,E,E2,E22
621173293,R,1,A,A3,A32
620876430,R,4,E,E6,E61
620716509,R,4,F,F2,F20
620590257,R,7,T,T7,T70
621005866,S,7,W,W2,W20
620961836,S,2,B,B0,B11
621027042,R,4,E,E3,E30
621448752,R,12,E,E2,E22
620859952,R,5,P,P8,P82
621149976,R,11,B,B5,B50
621046595,R,12,E,E2,E22
581341880,R,7,T,T7,T70
620672053,R,2,B,B2,B20
621871424,R,8,X,X2,X20
620926520,R,5,P,P2,P20
237110635,R,5,P,P7,P73
581600631,R,5,P,P7,P73
620975525,R,5,P,P8,P82
621225078,R,7,T,T7,T70
911890967,R,5,L,L9,L99
581535627,R,5,P,P7,P73
620693547,R,1,A,A2,A26
621752885,R,7,T,T3,T31
621615929,R,5,P,P2,P28
621723618,R,2,B,B8,B82
621797945,R,7,S,S2,S20
620199430,R,5,P,P4,P46
621791387,S,1,A,A0,A01
680502820,S,2,B,B0,B11
620646371,R,5,O,O2,O23
237236238,R,3,D,D2,D20
621280261,R,4,E,E6,E62
621587133,S,4,E,E0,E02
621253153,R,4,E,E8,E86
620499939,R,4,E,E9,E91
620476304,R,5,P,P2,P27
581314356,R,2,B,B2,B20
621763815,R,5,P,P3,P30
620502197,R,5,O,O4,O42
620854890,R,5,P,P8,P82
581514037,R,12,E,E2,E21
452842963,R,4,G,G3,G30
620857801,R,4,F,F2,F22
620785544,R,1,A,A6,A6A
620960143,R,2,B,B6,B60
731659021,R,1,A,A7,A70
621403517,R,4,E,E3,E30
581745787,R,5,I,I7,I72
620512078,R,5,O,O2,O22
237057855,R,5,L,L2,L20
721552646,R,7,U,U4,U42
205400381,R,11,B,B4,B43
237363212,R,5,P,P7,P75
260531116,S,4,E,E2,E22
626073178,R,4,E,E4,E42
626063304,R,1,A,A5,A51
621830442,R,4,F,F6,F60
620646012,R,12,E,E2,E24
621209024,S,5,L,L8,L80
263954703,R,4,G,G2,G20
620858169,R,2,B,B2,B28
452832975,R,4,G,G4,G45
621820264,S,4,E,E0,E05
452832975,R,4,G,G4,G45
620476301,R,11,B,B4,B43
621220396,R,4,E,E8,E86
621693848,R,5,I,I2,I20
271799652,R,12,E,E2,E21
262794676,R,2,B,B2,B29
621538114,R,12,E,E2,E20
621143306,S,5,K,K2,K20
237081488,R,5,O,O9,O99
621509127,R,4,E,E3,E30
621469984,S,7,T,T3,T31
621570622,R,6,Q,Q3,Q30
237081488,R,5,O,O9,O99
631019523,S,2,B,B2,B20
620548917,R,11,B,B5,B50
237217515,R,5,J,J3,J32
620674646,R,1,A,A5,A54
620902005,R,7,S,S2,S20
620725924,R,12,E,E2,E22
473109706,R,8,X,X2,X21
621097170,R,4,F,F3,F32
620928394,R,5,P,P2,P20
621282542,R,1,A,A5,A52
540566029,R,12,E,E2,E22
620582605,R,4,F,F3,F30
621141186,R,4,E,E6,E62
620476282,R,12,E,E2,E22
751541354,R,8,X,X8,X82
204473859,R,8,X,X2,X20
431712018,R,8,X,X2,X21
620521201,R,12,E,E2,E22
620504893,R,4,E,E5,E50
621210720,R,2,B,B2,B21
611555718,R,6,Q,Q2,Q20
272345009,S,5,N,N0,N01
621781969,R,4,E,E3,E30
271612404,R,5,P,P2,P20
620934533,R,5,L,L2,L22
620859072,R,5,P,P2,P20
205869855,R,5,P,P7,P73
620859072,R,5,P,P2,P20
620599339,R,11,B,B4,B43
261471038,S,5,L,L2,L20
620793411,R,5,P,P8,P82
750755367,R,12,E,E2,E22
752765176,R,5,J,J2,J22
752204594,R,5,J,J3,J32
742760534,R,7,S,S3,S30
510211273,R,5,O,O2,O23
742953853,R,2,B,B2,B29
742623309,R,4,H,H9,H90
753242749,R,4,E,E6,E62
203752122,R,4,E,E8,E80
911043231,S,3,D,D4,D40
911043231,S,3,D,D4,D40
760231268,R,7,T,T2,T20
742095766,R,4,E,E8,E86
742311260,S,7,U,U0,U05
742723391,S,4,E,E2,E20
237225475,S,4,H,H9,H90
452584781,R,5,P,P3,P30
740510530,R,2,B,B7,B70
742969023,R,5,N,N5,N52
741849716,R,4,E,E6,E65
208484121,S,5,N,N6,N61
262592058,R,4,G,G8,G84
454193021,S,5,M,M0,M12
202733486,R,8,X,X2,X20
742547643,S,2,B,B0,B01
743020979,R,3,C,C3,C35
742036976,R,1,A,A2,A20
742368777,R,2,B,B9,B99
741109633,R,11,B,B4,B43
522365285,S,5,P,P0,P12
742869695,R,7,W,W7,W70
742333088,R,5,O,O2,O20
742311260,S,7,U,U0,U05
742706271,R,4,E,E3,E30
742243259,R,5,P,P7,P73
741109634,R,5,P,P2,P27
742471313,S,4,E,E0,E11
208075412,R,5,L,L4,L41
800174484,S,2,B,B0,B12
742494625,R,7,R,R2,R28
741168923,R,8,X,X2,X21
741109630,R,4,H,H9,H92
742285793,R,8,X,X2,X20
454141531,R,3,D,D2,D20
742948088,R,5,J,J2,J20
746024105,R,3,D,D2,D20
742684333,R,4,E,E8,E86
562493445,R,7,W,W3,W30
742471362,S,5,N,N6,N60
202557192,R,7,T,T3,T30
742467770,R,5,P,P7,P70
742987232,R,5,O,O5,O50
742646267,S,2,B,B0,B11
741948646,R,5,P,P8,P81
741238444,R,5,J,J3,J32
741207553,R,5,P,P7,P73
741977996,R,2,B,B8,B84
742308287,S,5,N,N3,N32
